DRYBULBTEMPF,RelativeHumidity,WindSpeed,WindDirection,StationPressure,VISIBILITY
52.0,86.0,22.0,350.0,29.7,5.0
63.0,35.0,10.0,280.0,29.97,10.0
49.0,66.0,10.0,360.0,30.04,10.0
31.0,43.0,9.0,320.0,30.24,10.0
63.0,34.0,14.0,330.0,30.11,10.0
73.0,64.0,15.0,360.0,29.96,10.0
49.0,71.0,10.0,360.0,30.22,10.0
70.0,57.0,11.0,360.0,29.92,10.0
54.0,35.0,13.0,280.0,29.99,10.0
71.0,61.0,16.0,270.0,29.51,10.0
69.0,42.0,15.0,260.0,29.57,10.0
52.0,86.0,17.0,360.0,29.66,10.0
75.0,58.0,11.0,300.0,29.86,10.0
35.0,54.0,11.0,320.0,29.88,10.0
74.0,24.0,13.0,300.0,29.97,10.0
30.0,43.0,14.0,300.0,30.36,10.0
76.0,43.0,9.0,310.0,30.05,10.0
79.0,67.0,14.0,280.0,29.83,10.0
73.0,71.0,18.0,360.0,29.92,8.0
31.0,33.0,24.0,270.0,29.86,10.0
59.0,72.0,11.0,360.0,30.05,10.0
48.0,83.0,20.0,280.0,30.05,10.0
79.0,38.0,13.0,340.0,29.83,10.0
43.0,51.0,18.0,310.0,30.07,10.0
62.0,78.0,8.0,350.0,30.17,10.0
42.0,45.0,17.0,280.0,29.96,10.0
79.0,74.0,23.0,260.0,29.94,10.0
51.0,83.0,21.0,350.0,29.67,10.0
72.0,68.0,13.0,360.0,29.8,10.0
53.0,55.0,17.0,290.0,29.79,10.0
62.0,67.0,11.0,360.0,30.19,10.0
66.0,63.0,14.0,330.0,29.76,10.0
75.0,39.0,8.0,340.0,30.08,10.0
73.0,87.0,6.0,360.0,29.95,10.0
41.0,86.0,16.0,320.0,29.62,10.0
81.0,39.0,3.0,300.0,30.25,10.0
52.0,55.0,16.0,300.0,29.87,10.0
35.0,59.0,16.0,320.0,29.97,10.0
34.0,82.0,14.0,280.0,29.59,2.0
37.0,28.0,20.0,310.0,30.3,10.0
66.0,56.0,6.0,320.0,29.93,10.0
46.0,63.0,17.0,280.0,30.11,10.0
58.0,35.0,17.0,330.0,30.14,10.0
29.0,30.0,18.0,280.0,29.98,10.0
48.0,52.0,16.0,280.0,29.78,10.0
41.0,47.0,22.0,310.0,30.02,10.0
75.0,64.0,9.0,340.0,29.87,10.0
73.0,29.0,6.0,310.0,30.34,10.0
35.0,64.0,17.0,280.0,29.59,10.0
57.0,47.0,14.0,320.0,30.0,10.0
57.0,45.0,11.0,280.0,29.89,10.0
63.0,84.0,9.0,330.0,30.13,10.0
32.0,61.0,9.0,360.0,30.29,10.0
71.0,84.0,18.0,350.0,29.79,10.0
50.0,41.0,17.0,350.0,30.13,10.0
56.0,46.0,9.0,260.0,30.14,10.0
73.0,37.0,3.0,340.0,30.0,10.0
77.0,62.0,10.0,300.0,29.71,10.0
38.0,68.0,24.0,360.0,30.31,10.0
59.0,54.0,18.0,300.0,29.77,10.0
80.0,35.0,8.0,350.0,29.93,10.0
69.0,26.0,22.0,310.0,30.05,10.0
66.0,28.0,17.0,310.0,29.84,10.0
52.0,80.0,26.0,340.0,29.67,9.0
41.0,57.0,16.0,260.0,30.07,10.0
49.0,44.0,13.0,280.0,30.22,10.0
56.0,67.0,9.0,320.0,30.33,10.0
76.0,43.0,9.0,290.0,30.07,10.0
71.0,61.0,7.0,280.0,30.24,10.0
58.0,87.0,8.0,360.0,29.99,9.0
58.0,44.0,15.0,310.0,29.79,10.0
50.0,48.0,7.0,260.0,30.15,10.0
59.0,28.0,8.0,350.0,30.04,10.0
77.0,37.0,11.0,320.0,29.94,10.0
38.0,86.0,20.0,350.0,29.74,5.0
80.0,26.0,5.0,350.0,29.93,10.0
72.0,30.0,13.0,320.0,30.03,10.0
31.0,33.0,14.0,290.0,30.04,10.0
72.0,40.0,18.0,270.0,29.91,10.0
69.0,55.0,20.0,270.0,29.84,10.0
56.0,75.0,3.0,270.0,30.1,10.0
71.0,38.0,18.0,270.0,29.93,10.0
29.0,41.0,15.0,280.0,30.15,10.0
69.0,57.0,14.0,300.0,29.77,10.0
41.0,47.0,18.0,310.0,30.04,10.0
65.0,63.0,16.0,290.0,29.76,10.0
42.0,45.0,20.0,360.0,30.45,10.0
76.0,43.0,11.0,360.0,29.87,10.0
39.0,73.0,5.0,340.0,29.99,10.0
58.0,93.0,6.0,340.0,29.9,8.0
36.0,62.0,24.0,360.0,30.42,10.0
53.0,41.0,9.0,250.0,30.0,10.0
40.0,60.0,21.0,310.0,29.9,10.0
55.0,74.0,6.0,360.0,30.1,10.0
40.0,45.0,16.0,320.0,30.03,10.0
47.0,52.0,5.0,350.0,30.03,10.0
72.0,44.0,16.0,270.0,29.56,10.0
61.0,70.0,11.0,310.0,30.03,10.0
51.0,54.0,17.0,270.0,29.64,10.0
78.0,48.0,18.0,310.0,29.86,10.0
78.0,40.0,11.0,330.0,29.93,10.0
58.0,58.0,8.0,260.0,29.88,10.0
69.0,90.0,5.0,360.0,29.89,5.0
48.0,41.0,18.0,320.0,30.02,10.0
52.0,21.0,16.0,330.0,30.01,10.0
65.0,54.0,10.0,360.0,29.97,10.0
38.0,86.0,9.0,320.0,29.95,10.0
53.0,69.0,15.0,330.0,29.8,10.0
51.0,43.0,7.0,290.0,30.15,10.0
28.0,49.0,7.0,300.0,30.31,10.0
42.0,60.0,25.0,350.0,29.73,10.0
41.0,86.0,20.0,330.0,29.63,10.0
50.0,43.0,16.0,280.0,29.96,10.0
37.0,67.0,9.0,330.0,30.27,10.0
51.0,56.0,13.0,300.0,29.96,10.0
29.0,41.0,22.0,300.0,30.19,10.0
78.0,56.0,13.0,340.0,29.85,10.0
76.0,45.0,6.0,360.0,29.89,10.0
36.0,52.0,20.0,330.0,30.17,10.0
74.0,48.0,8.0,310.0,29.85,10.0
35.0,48.0,23.0,340.0,30.26,10.0
59.0,49.0,10.0,290.0,30.09,10.0
86.0,31.0,6.0,310.0,30.11,10.0
33.0,33.0,15.0,320.0,30.46,10.0
53.0,77.0,6.0,360.0,30.11,10.0
52.0,80.0,6.0,360.0,30.12,10.0
82.0,29.0,18.0,280.0,30.07,10.0
59.0,25.0,18.0,290.0,29.75,10.0
62.0,78.0,10.0,350.0,30.13,10.0
37.0,30.0,21.0,310.0,30.28,10.0
40.0,45.0,15.0,300.0,30.02,10.0
36.0,46.0,3.0,250.0,30.31,10.0
69.0,84.0,8.0,310.0,29.8,10.0
74.0,54.0,10.0,360.0,29.89,10.0
82.0,46.0,8.0,320.0,29.86,10.0
62.0,84.0,11.0,280.0,29.86,10.0
82.0,27.0,3.0,360.0,30.17,10.0
67.0,55.0,5.0,310.0,29.93,10.0
68.0,70.0,5.0,280.0,30.21,10.0
58.0,51.0,7.0,260.0,29.87,10.0
80.0,45.0,8.0,350.0,29.86,10.0
60.0,60.0,10.0,330.0,29.98,10.0
77.0,47.0,9.0,360.0,29.86,10.0
51.0,77.0,15.0,260.0,29.65,10.0
57.0,39.0,14.0,270.0,29.97,10.0
61.0,26.0,10.0,350.0,30.02,10.0
52.0,80.0,22.0,340.0,29.66,10.0
70.0,59.0,7.0,270.0,30.09,10.0
55.0,33.0,15.0,250.0,30.14,10.0
63.0,52.0,9.0,290.0,29.98,10.0
64.0,30.0,14.0,280.0,29.79,10.0
60.0,75.0,6.0,260.0,29.95,10.0
38.0,60.0,11.0,310.0,29.96,10.0
73.0,81.0,6.0,350.0,29.96,6.0
43.0,47.0,13.0,250.0,30.22,10.0
41.0,62.0,8.0,360.0,30.09,10.0
39.0,55.0,13.0,300.0,29.99,10.0
66.0,24.0,18.0,340.0,29.93,10.0
60.0,80.0,8.0,350.0,30.18,10.0
74.0,46.0,11.0,340.0,29.88,10.0
31.0,35.0,15.0,280.0,30.36,10.0
36.0,76.0,5.0,360.0,30.04,10.0
43.0,51.0,6.0,330.0,30.06,10.0
60.0,36.0,10.0,260.0,29.82,10.0
63.0,43.0,11.0,330.0,30.11,10.0
36.0,86.0,20.0,340.0,29.81,10.0
41.0,39.0,13.0,340.0,30.17,10.0
39.0,53.0,18.0,300.0,29.93,10.0
73.0,69.0,6.0,260.0,30.16,10.0
42.0,76.0,17.0,340.0,29.67,10.0
38.0,57.0,17.0,310.0,29.97,10.0
80.0,39.0,5.0,360.0,29.97,10.0
67.0,57.0,11.0,360.0,30.14,10.0
63.0,37.0,17.0,270.0,30.03,10.0
47.0,34.0,9.0,330.0,30.35,10.0
61.0,38.0,13.0,290.0,30.04,10.0
67.0,47.0,21.0,310.0,29.96,10.0
67.0,47.0,9.0,300.0,29.96,10.0
69.0,45.0,17.0,330.0,29.77,10.0
67.0,31.0,15.0,310.0,30.06,10.0
54.0,64.0,18.0,310.0,29.52,10.0
77.0,48.0,15.0,320.0,29.88,10.0
43.0,93.0,8.0,340.0,30.2,2.0
48.0,48.0,13.0,280.0,30.02,10.0
58.0,56.0,8.0,270.0,29.95,10.0
42.0,60.0,11.0,340.0,29.89,10.0
67.0,49.0,7.0,310.0,29.96,10.0
49.0,86.0,6.0,360.0,30.16,10.0
53.0,80.0,11.0,310.0,29.76,10.0
38.0,36.0,17.0,360.0,30.51,10.0
37.0,50.0,15.0,250.0,29.96,10.0
57.0,45.0,20.0,330.0,29.95,10.0
42.0,82.0,16.0,300.0,29.65,10.0
73.0,32.0,8.0,320.0,30.04,10.0
43.0,80.0,26.0,360.0,29.74,10.0
53.0,38.0,23.0,300.0,29.8,10.0
67.0,39.0,9.0,310.0,30.01,10.0
40.0,83.0,13.0,300.0,30.0,8.0
59.0,42.0,16.0,300.0,30.01,10.0
55.0,83.0,6.0,350.0,30.09,10.0
67.0,71.0,7.0,300.0,29.67,10.0
68.0,51.0,14.0,290.0,30.11,10.0
81.0,28.0,17.0,310.0,29.91,10.0
63.0,73.0,6.0,280.0,30.08,10.0
34.0,67.0,6.0,350.0,30.29,10.0
37.0,76.0,13.0,320.0,29.91,10.0
58.0,42.0,14.0,320.0,29.95,10.0
40.0,40.0,13.0,340.0,30.2,10.0
70.0,22.0,18.0,300.0,30.06,10.0
43.0,28.0,17.0,350.0,30.46,10.0
34.0,64.0,7.0,350.0,30.27,10.0
66.0,61.0,8.0,340.0,29.97,10.0
43.0,43.0,16.0,300.0,29.97,10.0
30.0,41.0,15.0,290.0,30.22,10.0
57.0,90.0,5.0,300.0,30.06,8.0
60.0,80.0,9.0,340.0,30.14,10.0
61.0,39.0,23.0,250.0,29.69,10.0
56.0,47.0,16.0,280.0,29.84,10.0
37.0,54.0,21.0,320.0,29.98,10.0
64.0,68.0,8.0,330.0,29.78,10.0
42.0,65.0,10.0,260.0,30.13,10.0
64.0,50.0,7.0,330.0,30.34,10.0
74.0,48.0,10.0,350.0,30.09,10.0
33.0,45.0,14.0,330.0,30.33,10.0
76.0,60.0,17.0,310.0,29.84,10.0
80.0,31.0,15.0,340.0,29.87,10.0
69.0,84.0,17.0,350.0,29.88,7.0
72.0,64.0,5.0,260.0,30.09,10.0
38.0,48.0,17.0,330.0,30.05,10.0
42.0,82.0,14.0,320.0,29.66,8.0
46.0,47.0,18.0,310.0,29.82,10.0
71.0,38.0,18.0,290.0,29.93,10.0
58.0,87.0,16.0,320.0,29.91,8.0
48.0,46.0,16.0,290.0,30.04,10.0
49.0,71.0,8.0,360.0,30.19,10.0
44.0,49.0,20.0,310.0,29.82,10.0
73.0,55.0,13.0,260.0,29.88,10.0
72.0,91.0,3.0,360.0,29.96,10.0
32.0,40.0,13.0,330.0,30.37,10.0
66.0,78.0,6.0,360.0,30.01,10.0
68.0,73.0,8.0,320.0,29.79,10.0
38.0,70.0,13.0,310.0,29.88,10.0
76.0,45.0,9.0,280.0,30.06,10.0
42.0,49.0,8.0,280.0,30.39,10.0
57.0,36.0,15.0,330.0,30.01,10.0
33.0,70.0,20.0,270.0,29.69,9.0
69.0,63.0,10.0,360.0,30.2,10.0
73.0,62.0,16.0,280.0,29.65,10.0
67.0,47.0,9.0,300.0,29.96,10.0
52.0,69.0,11.0,300.0,29.78,10.0
59.0,42.0,18.0,300.0,29.78,10.0
37.0,70.0,6.0,320.0,29.99,10.0
38.0,43.0,15.0,330.0,30.23,10.0
55.0,74.0,9.0,360.0,30.19,10.0
56.0,84.0,5.0,350.0,30.01,10.0
83.0,34.0,18.0,310.0,29.85,10.0
54.0,72.0,7.0,320.0,30.3,10.0
46.0,73.0,14.0,340.0,30.32,10.0
45.0,49.0,16.0,330.0,30.05,10.0
68.0,59.0,6.0,330.0,29.89,10.0
61.0,60.0,17.0,330.0,29.89,10.0
63.0,70.0,6.0,310.0,29.99,10.0
54.0,72.0,23.0,340.0,29.67,10.0
61.0,50.0,14.0,340.0,29.76,10.0
59.0,39.0,25.0,310.0,29.57,10.0
51.0,64.0,7.0,350.0,30.23,10.0
73.0,59.0,16.0,320.0,29.77,10.0
57.0,15.0,26.0,300.0,29.89,10.0
45.0,30.0,9.0,300.0,30.14,10.0
54.0,57.0,16.0,290.0,29.8,10.0
56.0,36.0,22.0,320.0,29.87,10.0
43.0,56.0,18.0,300.0,30.18,10.0
78.0,62.0,15.0,330.0,29.89,10.0
56.0,75.0,13.0,310.0,29.95,10.0
72.0,41.0,11.0,310.0,29.95,10.0
47.0,90.0,5.0,340.0,29.79,2.5
54.0,49.0,20.0,320.0,29.88,10.0
34.0,67.0,10.0,310.0,30.05,10.0
51.0,36.0,20.0,320.0,29.96,10.0
37.0,50.0,10.0,320.0,30.32,10.0
61.0,81.0,7.0,360.0,30.19,10.0
74.0,82.0,6.0,290.0,29.85,10.0
84.0,53.0,6.0,310.0,29.82,10.0
42.0,55.0,31.0,350.0,29.76,10.0
55.0,35.0,24.0,310.0,29.77,10.0
63.0,54.0,7.0,280.0,29.98,10.0
69.0,42.0,8.0,310.0,29.92,10.0
55.0,34.0,10.0,260.0,30.13,10.0
58.0,67.0,10.0,310.0,29.97,10.0
32.0,64.0,13.0,310.0,30.09,10.0
66.0,18.0,9.0,340.0,30.21,10.0
57.0,39.0,29.0,330.0,29.63,10.0
37.0,54.0,21.0,320.0,29.98,10.0
71.0,46.0,16.0,280.0,29.57,10.0
45.0,37.0,7.0,320.0,30.37,10.0
80.0,64.0,14.0,260.0,29.54,10.0
40.0,65.0,9.0,350.0,30.07,10.0
51.0,83.0,5.0,270.0,29.93,10.0
46.0,79.0,16.0,350.0,29.77,8.0
59.0,38.0,14.0,270.0,29.84,10.0
75.0,50.0,5.0,360.0,29.66,10.0
79.0,52.0,6.0,300.0,30.07,10.0
78.0,56.0,11.0,360.0,29.85,10.0
35.0,67.0,20.0,310.0,29.96,10.0
36.0,30.0,15.0,290.0,29.98,10.0
29.0,54.0,11.0,260.0,30.49,10.0
68.0,57.0,10.0,360.0,29.98,10.0
40.0,83.0,15.0,310.0,29.61,10.0
53.0,57.0,16.0,270.0,29.79,10.0
63.0,34.0,15.0,280.0,29.82,10.0
48.0,25.0,20.0,310.0,29.9,10.0
36.0,46.0,6.0,250.0,30.3,10.0
37.0,70.0,9.0,330.0,29.87,10.0
38.0,57.0,17.0,260.0,29.75,10.0
64.0,60.0,8.0,360.0,30.08,10.0
60.0,50.0,5.0,290.0,30.1,10.0
45.0,48.0,10.0,310.0,30.05,10.0
71.0,36.0,16.0,260.0,29.8,10.0
71.0,66.0,10.0,280.0,29.87,10.0
59.0,42.0,14.0,300.0,29.81,10.0
76.0,72.0,10.0,360.0,29.83,10.0
73.0,25.0,14.0,350.0,30.07,10.0
70.0,55.0,10.0,330.0,29.88,10.0
79.0,54.0,10.0,290.0,29.81,10.0
40.0,68.0,10.0,260.0,30.19,10.0
38.0,83.0,21.0,300.0,29.6,3.0
42.0,62.0,9.0,350.0,30.09,10.0
59.0,67.0,7.0,270.0,29.55,10.0
40.0,83.0,9.0,260.0,30.26,10.0
71.0,87.0,8.0,260.0,30.04,10.0
76.0,54.0,14.0,360.0,30.09,10.0
69.0,53.0,20.0,310.0,29.98,10.0
78.0,37.0,17.0,290.0,29.88,10.0
56.0,42.0,20.0,310.0,29.87,10.0
39.0,57.0,14.0,310.0,29.96,10.0
35.0,67.0,15.0,320.0,29.96,10.0
84.0,37.0,6.0,320.0,30.25,10.0
69.0,81.0,18.0,350.0,29.88,10.0
58.0,42.0,16.0,300.0,29.87,10.0
37.0,62.0,13.0,320.0,30.03,10.0
51.0,39.0,9.0,320.0,30.2,10.0
77.0,71.0,6.0,270.0,29.82,10.0
76.0,36.0,13.0,260.0,29.89,10.0
38.0,52.0,6.0,330.0,30.17,10.0
69.0,63.0,8.0,360.0,30.11,10.0
65.0,47.0,13.0,360.0,30.24,10.0
42.0,76.0,7.0,280.0,29.99,10.0
61.0,20.0,20.0,340.0,29.87,10.0
43.0,89.0,23.0,360.0,30.13,9.0
84.0,48.0,15.0,290.0,29.83,10.0
73.0,40.0,8.0,360.0,29.96,10.0
41.0,45.0,6.0,310.0,30.16,10.0
49.0,86.0,6.0,270.0,29.97,6.0
59.0,33.0,18.0,330.0,30.13,10.0
36.0,70.0,10.0,330.0,30.28,10.0
33.0,56.0,7.0,340.0,30.26,10.0
49.0,55.0,16.0,280.0,29.76,10.0
58.0,56.0,8.0,270.0,29.94,10.0
81.0,37.0,13.0,330.0,30.03,10.0
67.0,53.0,23.0,310.0,30.01,10.0
54.0,90.0,6.0,360.0,29.69,9.0
65.0,54.0,14.0,290.0,30.05,10.0
53.0,59.0,8.0,330.0,29.83,10.0
72.0,53.0,17.0,330.0,29.93,10.0
60.0,44.0,9.0,300.0,30.09,10.0
59.0,28.0,5.0,350.0,30.21,10.0
60.0,72.0,11.0,330.0,30.01,10.0
39.0,82.0,11.0,310.0,29.98,9.0
35.0,67.0,6.0,320.0,30.31,10.0
66.0,63.0,10.0,300.0,29.81,10.0
78.0,32.0,17.0,310.0,30.13,10.0
68.0,59.0,13.0,320.0,29.83,10.0
52.0,80.0,20.0,340.0,29.68,10.0
63.0,12.0,21.0,320.0,29.84,10.0
52.0,69.0,13.0,310.0,29.77,10.0
46.0,93.0,8.0,340.0,30.35,4.0
30.0,36.0,21.0,290.0,30.08,10.0
43.0,89.0,5.0,340.0,30.16,2.0
57.0,13.0,18.0,330.0,29.95,10.0
79.0,27.0,9.0,350.0,29.95,10.0
44.0,53.0,17.0,320.0,30.06,10.0
30.0,36.0,14.0,300.0,30.05,10.0
34.0,56.0,14.0,330.0,29.97,10.0
53.0,89.0,6.0,320.0,29.67,9.0
46.0,51.0,15.0,290.0,30.24,10.0
53.0,64.0,11.0,330.0,29.92,10.0
44.0,58.0,9.0,340.0,29.89,10.0
37.0,57.0,16.0,280.0,29.74,8.0
28.0,53.0,10.0,280.0,30.33,10.0
34.0,79.0,18.0,290.0,29.59,8.0
45.0,58.0,8.0,260.0,30.1,10.0
52.0,86.0,9.0,290.0,29.6,10.0
79.0,74.0,11.0,290.0,29.8,10.0
56.0,57.0,5.0,360.0,30.28,10.0
71.0,68.0,8.0,360.0,30.11,10.0
40.0,65.0,10.0,280.0,30.21,10.0
58.0,46.0,15.0,270.0,29.68,10.0
52.0,64.0,11.0,340.0,29.95,10.0
38.0,68.0,8.0,320.0,29.97,10.0
39.0,48.0,15.0,260.0,29.95,10.0
42.0,65.0,29.0,350.0,29.71,10.0
60.0,41.0,14.0,320.0,29.95,10.0
47.0,54.0,13.0,340.0,29.86,10.0
65.0,84.0,15.0,360.0,29.63,10.0
37.0,62.0,11.0,260.0,30.31,10.0
57.0,83.0,3.0,360.0,30.03,10.0
31.0,38.0,9.0,340.0,30.39,10.0
55.0,57.0,8.0,270.0,29.84,10.0
55.0,74.0,9.0,330.0,29.91,10.0
58.0,42.0,14.0,330.0,29.96,10.0
42.0,53.0,18.0,280.0,29.87,10.0
66.0,90.0,13.0,260.0,29.87,5.0
74.0,38.0,15.0,320.0,29.71,10.0
61.0,30.0,14.0,300.0,29.68,10.0
71.0,44.0,20.0,310.0,29.91,10.0
39.0,60.0,9.0,360.0,30.1,10.0
64.0,60.0,8.0,360.0,30.13,10.0
45.0,39.0,16.0,250.0,29.86,10.0
82.0,35.0,5.0,340.0,30.17,10.0
42.0,51.0,14.0,290.0,30.2,10.0
39.0,48.0,16.0,300.0,29.94,10.0
48.0,66.0,17.0,310.0,29.61,10.0
63.0,65.0,15.0,330.0,30.05,10.0
34.0,56.0,25.0,320.0,30.04,10.0
75.0,62.0,6.0,360.0,30.15,10.0
73.0,48.0,11.0,360.0,29.99,10.0
27.0,51.0,3.0,320.0,30.3,10.0
41.0,86.0,15.0,310.0,29.62,10.0
36.0,73.0,15.0,260.0,29.8,10.0
41.0,55.0,22.0,310.0,29.9,10.0
36.0,46.0,10.0,320.0,30.18,10.0
75.0,69.0,9.0,360.0,29.84,10.0
70.0,49.0,9.0,330.0,29.96,10.0
42.0,36.0,20.0,320.0,30.35,10.0
69.0,55.0,21.0,310.0,29.96,10.0
58.0,46.0,16.0,330.0,30.14,10.0
66.0,68.0,13.0,270.0,29.72,10.0
79.0,50.0,10.0,290.0,29.85,10.0
76.0,43.0,8.0,310.0,29.85,10.0
29.0,39.0,28.0,290.0,29.83,10.0
38.0,60.0,21.0,260.0,29.74,10.0
76.0,45.0,9.0,350.0,30.08,10.0
52.0,53.0,21.0,310.0,29.62,10.0
57.0,32.0,16.0,330.0,30.14,10.0
57.0,51.0,11.0,320.0,30.1,10.0
58.0,78.0,6.0,360.0,30.09,10.0
46.0,89.0,6.0,330.0,29.8,1.0
51.0,48.0,8.0,250.0,30.14,10.0
39.0,73.0,7.0,350.0,29.99,8.0
74.0,79.0,6.0,340.0,29.8,10.0
43.0,43.0,14.0,320.0,29.93,10.0
48.0,74.0,11.0,340.0,30.3,10.0
31.0,35.0,11.0,290.0,30.33,10.0
37.0,62.0,24.0,360.0,30.34,10.0
67.0,76.0,9.0,360.0,29.95,10.0
51.0,66.0,6.0,360.0,30.27,10.0
73.0,51.0,10.0,260.0,29.88,10.0
54.0,35.0,13.0,260.0,30.12,10.0
71.0,73.0,8.0,350.0,29.86,10.0
65.0,84.0,6.0,340.0,29.77,10.0
55.0,51.0,10.0,310.0,30.18,10.0
72.0,55.0,9.0,320.0,29.88,10.0
72.0,52.0,11.0,320.0,29.84,10.0
52.0,57.0,9.0,300.0,29.85,10.0
57.0,62.0,17.0,350.0,29.76,10.0
58.0,90.0,8.0,260.0,30.04,10.0
69.0,81.0,25.0,350.0,29.88,10.0
45.0,80.0,20.0,350.0,29.79,7.0
72.0,43.0,11.0,310.0,29.91,10.0
79.0,69.0,11.0,340.0,29.84,10.0
36.0,59.0,17.0,270.0,29.74,10.0
36.0,50.0,7.0,340.0,30.25,10.0
70.0,73.0,7.0,350.0,30.15,10.0
32.0,64.0,14.0,310.0,30.08,10.0
44.0,83.0,25.0,310.0,29.74,6.0
55.0,57.0,9.0,320.0,29.82,10.0
58.0,84.0,15.0,330.0,29.91,8.0
40.0,53.0,23.0,360.0,30.44,10.0
64.0,24.0,16.0,330.0,29.96,10.0
53.0,52.0,6.0,300.0,30.1,10.0
63.0,34.0,22.0,320.0,29.65,10.0
74.0,40.0,14.0,310.0,29.89,10.0
44.0,43.0,16.0,290.0,29.92,10.0
31.0,54.0,8.0,360.0,30.35,10.0
59.0,36.0,16.0,340.0,29.98,10.0
71.0,34.0,6.0,320.0,30.2,10.0
58.0,38.0,18.0,320.0,29.97,10.0
73.0,84.0,5.0,340.0,29.96,10.0
74.0,41.0,14.0,340.0,29.85,10.0
47.0,74.0,17.0,280.0,30.08,10.0
59.0,58.0,21.0,310.0,29.55,10.0
54.0,64.0,10.0,280.0,29.88,10.0
52.0,49.0,21.0,310.0,29.57,10.0
69.0,59.0,10.0,360.0,29.93,10.0
45.0,34.0,7.0,330.0,30.0,10.0
63.0,70.0,11.0,360.0,30.04,10.0
73.0,79.0,10.0,270.0,29.8,6.0
34.0,54.0,16.0,310.0,30.14,10.0
64.0,75.0,10.0,280.0,29.93,10.0
54.0,45.0,13.0,360.0,30.09,10.0
51.0,59.0,8.0,280.0,29.86,10.0
71.0,46.0,22.0,270.0,29.83,10.0
68.0,63.0,7.0,360.0,29.92,10.0
55.0,51.0,11.0,270.0,29.61,10.0
68.0,51.0,21.0,310.0,29.99,10.0
71.0,73.0,10.0,350.0,29.87,10.0
54.0,47.0,20.0,290.0,29.88,10.0
63.0,54.0,9.0,320.0,29.89,10.0
75.0,64.0,10.0,330.0,30.0,10.0
36.0,62.0,21.0,320.0,29.97,10.0
58.0,42.0,25.0,330.0,29.58,10.0
55.0,77.0,8.0,290.0,29.92,10.0
39.0,70.0,28.0,360.0,30.28,10.0
47.0,41.0,16.0,260.0,29.84,10.0
40.0,55.0,18.0,310.0,29.94,10.0
67.0,41.0,21.0,300.0,29.97,10.0
58.0,41.0,11.0,270.0,29.84,10.0
36.0,70.0,14.0,260.0,29.86,10.0
33.0,42.0,13.0,310.0,30.36,10.0
42.0,47.0,20.0,310.0,29.94,10.0
32.0,61.0,8.0,360.0,30.23,10.0
63.0,73.0,7.0,350.0,30.16,10.0
72.0,43.0,9.0,260.0,29.92,10.0
59.0,39.0,8.0,340.0,29.93,10.0
60.0,67.0,5.0,280.0,30.18,10.0
43.0,32.0,8.0,300.0,30.29,10.0
79.0,25.0,11.0,320.0,29.88,10.0
38.0,46.0,15.0,310.0,30.05,10.0
35.0,52.0,11.0,310.0,30.24,10.0
64.0,70.0,3.0,340.0,30.17,10.0
37.0,54.0,24.0,320.0,29.98,10.0
53.0,55.0,5.0,270.0,30.0,10.0
31.0,35.0,11.0,260.0,30.22,10.0
44.0,93.0,9.0,360.0,29.82,3.0
44.0,30.0,24.0,320.0,29.97,10.0
53.0,43.0,10.0,350.0,29.88,10.0
33.0,70.0,18.0,260.0,29.71,10.0
72.0,68.0,10.0,330.0,29.85,10.0
82.0,41.0,14.0,300.0,29.79,10.0
44.0,53.0,16.0,270.0,29.88,10.0
41.0,86.0,25.0,320.0,29.78,7.0
72.0,55.0,11.0,360.0,29.91,10.0
64.0,41.0,11.0,340.0,29.73,10.0
82.0,34.0,11.0,340.0,29.9,10.0
74.0,40.0,11.0,330.0,29.86,10.0
54.0,83.0,20.0,360.0,29.8,7.0
47.0,90.0,13.0,340.0,29.73,1.5
81.0,57.0,13.0,270.0,29.81,10.0
77.0,85.0,6.0,300.0,29.78,10.0
29.0,47.0,13.0,330.0,30.26,10.0
72.0,73.0,8.0,350.0,29.86,10.0
44.0,58.0,7.0,280.0,30.09,10.0
63.0,35.0,6.0,340.0,30.1,10.0
38.0,48.0,9.0,340.0,30.33,10.0
35.0,67.0,13.0,290.0,29.59,10.0
69.0,57.0,9.0,360.0,29.98,10.0
52.0,50.0,8.0,360.0,30.1,10.0
43.0,38.0,8.0,360.0,30.4,10.0
63.0,38.0,10.0,280.0,30.09,10.0
33.0,56.0,21.0,320.0,30.11,10.0
70.0,51.0,11.0,330.0,30.08,10.0
88.0,31.0,14.0,330.0,29.92,10.0
68.0,32.0,20.0,250.0,29.95,10.0
68.0,93.0,5.0,350.0,29.93,1.0
41.0,55.0,15.0,270.0,29.88,10.0
73.0,79.0,15.0,350.0,29.96,10.0
60.0,38.0,23.0,310.0,29.68,10.0
38.0,46.0,15.0,260.0,29.98,10.0
58.0,56.0,9.0,270.0,29.98,10.0
57.0,51.0,11.0,320.0,30.1,10.0
76.0,52.0,7.0,330.0,29.88,10.0
68.0,70.0,10.0,300.0,29.65,10.0
65.0,66.0,6.0,340.0,30.0,10.0
39.0,36.0,9.0,300.0,30.35,10.0
52.0,40.0,7.0,330.0,30.16,10.0
50.0,83.0,7.0,340.0,30.14,10.0
69.0,44.0,25.0,330.0,29.94,10.0
62.0,37.0,9.0,340.0,30.17,10.0
63.0,27.0,11.0,280.0,30.08,10.0
38.0,27.0,21.0,290.0,29.96,10.0
39.0,50.0,8.0,340.0,30.14,10.0
